timestamp,size,delay,bif,iat_mean,iat_std,throughput_mbps,delay_grad,bif_grad,is_silent,pred_thru
2026-02-07 18:11:40.193,184.0,0.041706827,184.0,0.8005571365356445,0.0,0.02944,0.04164785,0.0,0.0,0.5289223194122314
2026-02-07 18:11:40.323,132.0,8.035e-05,132.0,0.3195168972015381,0.0,0.02112,-0.041626477,-52.0,0.0,0.5567952394485474
2026-02-07 18:11:40.690,88.0,8.035e-05,88.0,0.31562209129333496,0.0,0.01408,0.0,-44.0,0.0,0.9508746862411499
2026-02-07 18:11:55.342,132.0,8.035e-05,132.0,14.567772388458252,0.0,0.02112,0.0,44.0,0.0,0.8302762508392334
2026-02-07 18:12:04.090,180.0,8.035e-05,180.0,8.95546817779541,0.0,0.0288,0.0,48.0,0.0,0.7599446177482605
2026-02-07 18:12:05.669,364.0,6.69705e-05,364.0,0.4981054464975993,0.7037092198444269,0.05824,-1.3379500000000003e-05,184.0,0.0,1.6027482748031616
2026-02-07 18:12:19.329,180.0,6.5478e-05,180.0,13.637228012084961,0.0,0.0288,-1.4924999999999997e-06,-184.0,0.0,1.122448205947876
2026-02-07 18:12:29.092,180.0,6.5478e-05,180.0,9.842946529388428,0.0,0.0288,0.0,0.0,0.0,0.8669657707214355
2026-02-07 18:12:35.806,276.0,0.0011075686666666667,276.0,3.2701975107192993,3.270124077796936,0.04416,0.0010420906666666666,96.0,0.0,1.423710823059082
2026-02-07 18:12:40.433,136.0,7.3469e-05,136.0,4.574297904968262,0.0,0.02176,-0.0010340996666666667,-140.0,0.0,0.9652875065803528
2026-02-07 18:12:40.990,88.0,7.3469e-05,88.0,0.5536510944366455,0.0,0.01408,0.0,-48.0,0.0,0.7117331027984619
2026-02-07 18:12:44.593,132.0,7.3469e-05,132.0,3.5834338665008545,0.0,0.02112,0.0,44.0,0.0,0.8374336957931519
2026-02-07 18:12:54.336,180.0,7.3469e-05,180.0,9.717254877090454,0.0,0.0288,0.0,48.0,0.0,0.7233288288116455
2026-02-07 18:13:05.920,276.0,0.0025318673333333333,276.0,5.794052243232727,5.793981194496155,0.04416,0.0024583983333333333,96.0,0.0,1.2450029850006104
2026-02-07 18:13:09.054,180.0,7.1228e-05,180.0,3.543182849884033,0.0,0.0288,-0.0024606393333333333,-96.0,0.0,1.007768988609314
2026-02-07 18:13:19.138,180.0,7.1228e-05,180.0,9.88550090789795,0.0,0.0288,0.0,0.0,0.0,0.7920698523521423
2026-02-07 18:13:34.284,272.0,0.00034005933333333335,272.0,7.600794076919556,7.600744247436523,0.04352,0.00026883133333333335,92.0,0.0,0.8167979717254639
2026-02-07 18:13:35.956,180.0,4.9882e-05,180.0,1.3951714038848877,0.0,0.0288,-0.00029017733333333334,-92.0,0.0,0.311696857213974
2026-02-07 18:13:41.031,136.0,4.9882e-05,136.0,4.978399753570557,0.0,0.02176,0.0,-44.0,0.0,0.4080027937889099
2026-02-07 18:13:44.169,224.0,4.9882e-05,224.0,1.1487433910369873,1.590464634342416,0.03584,0.0,88.0,0.0,0.753633975982666
2026-02-07 18:13:59.244,272.0,0.0014486116666666664,272.0,7.514674186706543,7.514603853225708,0.04352,0.0013987296666666663,48.0,0.0,0.9314075112342834
2026-02-07 18:14:05.914,180.0,7.0427e-05,180.0,6.566047430038452,0.0,0.0288,-0.0013781846666666663,-92.0,0.0,0.6358810067176819
2026-02-07 18:14:09.560,184.0,7.0427e-05,184.0,3.421952486038208,0.0,0.02944,0.0,4.0,0.0,0.5860604047775269
2026-02-07 18:14:09.696,184.0,0.040645682,184.0,0.2000141143798828,0.0,0.02944,0.040575255000000005,0.0,0.0,0.7939912676811218
2026-02-07 18:14:24.744,176.0,5.5115e-05,176.0,15.1359384059906,0.0,0.02816,-0.040590567,-8.0,0.0,0.6850804090499878
2026-02-07 18:14:34.256,180.0,5.5115e-05,180.0,9.624496221542358,0.0,0.0288,0.0,4.0,0.0,0.5544575452804565
2026-02-07 18:14:35.916,364.0,6.6127e-05,364.0,0.533907413482666,0.7524660981106527,0.05824,1.1012000000000002e-05,184.0,0.0,1.129064679145813
2026-02-07 18:14:40.543,136.0,6.6774e-05,136.0,4.882306337356567,0.0,0.02176,6.469999999999957e-07,-228.0,0.0,0.7912613153457642
2026-02-07 18:14:41.090,88.0,6.6774e-05,88.0,0.295487642288208,0.0,0.01408,0.0,-48.0,0.0,0.8506647348403931
2026-02-07 18:14:49.297,132.0,6.6774e-05,132.0,8.447796821594238,0.0,0.02112,0.0,44.0,0.0,0.8537598848342896
2026-02-07 18:14:59.370,180.0,6.6774e-05,180.0,9.746772527694702,0.0,0.0288,0.0,48.0,0.0,0.9317269921302795
2026-02-07 18:14:59.492,184.0,0.041235119,184.0,0.10571718215942383,0.0,0.02944,0.041168345,4.0,0.0,2.5830016136169434
2026-02-07 18:15:05.850,180.0,7.7446e-05,180.0,6.526116132736206,0.0,0.0288,-0.041157673,-4.0,0.0,1.5995337963104248
2026-02-07 18:15:14.883,180.0,7.7446e-05,180.0,8.686089515686035,0.0,0.0288,0.0,0.0,0.0,1.354084849357605
2026-02-07 18:15:24.447,180.0,7.7446e-05,180.0,9.614541053771973,0.0,0.0288,0.0,0.0,0.0,1.0943745374679565
2026-02-07 18:15:36.076,364.0,5.4844e-05,364.0,3.908841053644816,5.527212635440434,0.05824,-2.2602000000000005e-05,184.0,0.0,1.8443163633346558
2026-02-07 18:15:39.690,180.0,5.2104e-05,180.0,3.515580415725708,0.0,0.0288,-2.7399999999999975e-06,-184.0,0.0,1.3357559442520142
2026-02-07 18:15:40.760,132.0,5.2104e-05,132.0,1.2467961311340332,0.0,0.02112,0.0,-48.0,0.0,0.9164475798606873
2026-02-07 18:15:41.339,88.0,5.2104e-05,88.0,0.2930173873901367,0.0,0.01408,0.0,-44.0,0.0,0.8559881448745728
2026-02-07 18:15:49.358,136.0,5.2104e-05,136.0,8.242882490158081,0.0,0.02176,0.0,48.0,0.0,0.9256539940834045
2026-02-07 18:16:04.562,272.0,0.00036308499999999997,272.0,7.523944139480591,7.52387809753418,0.04352,0.000310981,136.0,0.0,1.589717984199524
2026-02-07 18:16:06.191,180.0,6.6046e-05,180.0,1.677530288696289,0.0,0.0288,-0.00029703899999999997,-92.0,0.0,0.8252087831497192
2026-02-07 18:16:14.389,184.0,6.6046e-05,184.0,8.295902490615845,0.0,0.02944,0.0,4.0,0.0,0.775183379650116
2026-02-07 18:16:29.619,272.0,0.0014721033333333332,272.0,7.565819144248962,7.565748572349548,0.04352,0.0014060573333333332,88.0,0.0,0.9832596778869629
2026-02-07 18:16:35.688,180.0,7.0428e-05,180.0,6.59202766418457,0.0,0.0288,-0.0014016753333333332,-92.0,0.0,0.7434560656547546
2026-02-07 18:16:39.179,184.0,7.0428e-05,184.0,3.279411554336548,0.0,0.02944,0.0,4.0,0.0,0.6092807054519653
2026-02-07 18:16:40.798,228.0,0.000435641,228.0,0.6881901025772095,0.6881102323532104,0.03648,0.00036521300000000003,44.0,0.0,0.8393467664718628
2026-02-07 18:16:41.233,88.0,7.9827e-05,88.0,0.5335121154785156,0.0,0.01408,-0.000355814,-140.0,0.0,0.44643861055374146
2026-02-07 18:16:54.858,132.0,7.9827e-05,132.0,13.311557292938232,0.0,0.02112,0.0,44.0,0.0,0.5783640742301941
2026-02-07 18:16:59.659,169.0,7.9827e-05,169.0,4.991688251495361,0.0,0.02704,0.0,37.0,0.0,0.6376952528953552
2026-02-07 18:16:59.947,2485.0,0.0024351606250000006,2485.0,0.00932727541242327,0.008686701994196619,0.3976,0.0023553336250000004,2316.0,0.0,2.8293275833129883
2026-02-07 18:17:00.104,5921.0,0.014163511555555555,5921.0,0.006651937961578369,0.008519232311050878,0.94736,0.011728350930555555,3436.0,0.0,60.11705017089844
2026-02-07 18:17:00.257,3051.0,0.016822502833333336,3051.0,0.009083223342895509,0.015823077043155203,0.48816,0.002658991277777781,-2870.0,0.0,119.3393325805664
2026-02-07 18:17:03.563,56.0,0.040640321,56.0,0.0,0.0,0.00896,0.023817818166666664,-2995.0,0.0,165.7976531982422
2026-02-07 18:17:04.627,260.0,0.009757242000000001,260.0,0.2053528626759847,0.28970498409232964,0.0416,-0.030883079,204.0,0.0,67.39800262451172
2026-02-07 18:17:06.325,276.0,0.0003562656666666667,276.0,0.8608183860778809,0.8607685565948486,0.04416,-0.009400976333333335,16.0,0.0,10.255160331726074
2026-02-07 18:17:18.842,173.0,4.9659e-05,173.0,12.578558683395386,0.0,0.02768,-0.00030660666666666665,-103.0,0.0,2.707268714904785
2026-02-07 18:17:18.952,2936.0,0.005066542125,2936.0,0.008939845221383231,0.008685809174356495,0.46976,0.0050168831250000006,2763.0,0.0,45.57301712036133
2026-02-07 18:17:19.051,6374.0,0.006507860555555555,6374.0,0.0065093934535980225,0.008010133714532356,1.01984,0.0014413184305555552,3438.0,0.0,112.64270782470703
2026-02-07 18:17:19.151,3049.0,0.020370191166666666,3049.0,0.008738565444946288,0.01596311532902142,0.48784,0.01386233061111111,-3325.0,0.0,149.2127685546875
2026-02-07 18:17:19.296,88.0,0.040673361,88.0,0.0,0.0,0.01408,0.020303169833333332,-2961.0,0.0,186.31640625
2026-02-07 18:17:22.908,144.0,0.040673361,144.0,3.378946304321289,0.0,0.02304,0.0,56.0,0.0,27.670198440551758
2026-02-07 18:17:23.506,212.0,0.0092618745,212.0,0.124053160349528,0.17456421105838454,0.03392,-0.0314114865,68.0,0.0,33.87346649169922
2026-02-07 18:17:24.015,140.0,2.3718e-05,140.0,0.47976231575012207,0.0,0.0224,-0.009238156499999999,-72.0,0.0,12.860122680664062
2026-02-07 18:17:25.011,1670.0,2.9631400000000006e-05,1670.0,0.3373309373855591,0.5840729486694218,0.2672,5.913400000000007e-06,1530.0,0.0,12.26754379272461
2026-02-07 18:17:29.603,180.0,6.2757e-05,180.0,4.312381029129028,0.0,0.0288,3.312559999999999e-05,-1490.0,0.0,4.266209125518799
2026-02-07 18:17:36.340,276.0,0.00036250800000000005,276.0,3.384615182876587,3.3845560550689697,0.04416,0.00029975100000000006,96.0,0.0,6.332700252532959
